edu_complete,ever_smoke,age_first_smoke,days_per_month_smoke,ever_drink,age_first_drink,days_per_month_drink,ever_marijuana,age_first_marijuana,days_per_month_marijuana,gang_around,ever_attack,drug_sell,gender,race,parent_religion,parents_income,age_months,family_struct,residency_change,rural_urban,sampling_weight
9,1,1,30,1,16,11,0,,,0,0,0,1,2,,,218,2,,1,190898
9,1,16,11,1,16,2,1,10,1,1,1,0,1,2,,,198,2,,1,188165
6,0,,,0,,,0,,,0,1,0,2,2,,,160,2,,1,163826
8,0,,,0,,,0,,,0,0,0,1,2,1,,208,2,2,,198690
5,0,,,0,,,0,,,1,0,0,2,1,1,40000,151,4,1,1,299277
12,0,,,1,9,1,1,14,5,1,1,0,1,2,,,208,7,,,198690
11,0,,,0,,,0,,,0,0,0,2,2,2,,192,7,1,,187150
7,0,,,0,,,0,,,0,0,0,1,2,2,,167,7,1,,189671
9,0,,,0,,,0,,,1,0,0,1,1,,,181,1,,1,273022
6,0,,,0,,,0,,,1,1,0,2,1,,,159,1,,1,287540
10,0,,,0,,,0,,,1,0,0,2,2,2,,194,4,1,1,179811
9,1,12,30,1,11,10,0,,,1,0,0,2,2,2,25000,179,4,1,1,188139
6,0,,,0,,,0,,,1,0,0,1,2,2,25000,167,4,1,1,182233
8,0,,,0,,,0,,,1,0,0,2,2,2,,172,4,1,1,172883
7,1,1,0,0,,,0,,,1,0,0,1,5,1,,154,1,1,1,185268
6,0,,,0,,,0,,,0,0,0,1,2,13,4999,164,2,1,1,202772
5,0,,,0,,,0,,,0,0,0,2,2,2,,160,2,1,1,174283
5,1,12,0,1,11,0,0,,,0,0,0,2,2,2,,160,3,1,1,174283
8,1,16,1,1,16,0,0,,,1,0,0,1,1,2,3000,208,2,3,1,317716
8,0,,,0,,,0,,,1,1,0,1,1,2,3000,167,2,2,1,266412
10,1,10,0,1,7,0,0,,,0,0,0,1,2,2,19900,206,1,1,1,203083
8,0,,,0,,,0,,,1,0,0,2,2,2,19900,167,1,1,1,183918
7,0,,,0,,,0,,,1,0,0,1,2,2,,183,4,3,1,200175
9,1,15,2,1,15,,0,,,0,0,0,2,1,4,30000,194,1,1,0,259555
9,1,13,0,1,14,2,1,14,2,1,0,0,2,1,2,,199,4,2,0,321419
7,1,14,0,1,13,3,1,15,1,0,0,0,2,1,7,0,191,2,2,0,259555
5,1,11,0,0,,,0,,,0,0,0,1,1,7,0,152,2,1,0,287634
5,0,,,0,,,0,,,0,0,0,1,1,11,,149,1,1,0,287634
8,0,,,0,,,0,,,0,0,0,2,1,2,,189,4,1,0,259555
8,1,13,30,1,14,3,1,14,1,1,0,0,2,1,3,32000,183,1,1,0,285889
7,1,7,30,1,5,0,1,12,0,1,1,1,2,1,,,191,1,,0,259555
6,0,,,0,,,0,,,0,0,0,1,1,4,30000,155,1,1,0,287634
9,1,16,2,1,16,4,1,17,1,1,0,0,2,1,1,,207,6,1,0,321419
9,0,,,0,,,0,,,1,0,0,1,1,1,,187,6,1,0,267567
8,1,14,0,1,14,30,0,,,1,0,0,1,1,1,,188,4,1,1,282415
9,1,12,30,1,13,5,1,14,0,1,0,1,2,1,5,28000,198,4,2,1,339255
5,0,,,0,,,0,,,1,0,0,1,5,,,155,2,,1,198501
8,1,11,0,1,12,0,1,13,4,0,1,1,2,5,1,,189,4,1,1,161579
10,0,,,1,15,0,0,,,0,0,0,1,5,1,15000,197,1,2,1,232793
6,0,,,0,,,0,,,1,0,0,2,5,1,15000,154,1,1,1,192821
10,0,,,1,14,0,0,,,0,0,0,1,1,7,25000,194,5,3,1,280447
7,0,,,1,12,0,0,,,1,0,0,1,1,1,,165,1,1,1,204220
10,0,,,0,,,0,,,0,0,0,1,1,7,14000,207,2,1,1,319986
6,1,11,0,0,,,0,,,0,0,0,1,1,,,151,1,,1,301480
7,1,11,0,0,,,0,,,0,1,0,1,1,4,31000,169,2,1,1,268315
9,0,,,1,14,3,0,,,1,1,0,1,5,1,2000,200,2,11,1,232793
8,0,,,0,,,0,,,1,0,0,2,5,1,2000,186,2,11,1,161579
11,0,,,1,16,3,0,,,1,0,0,2,1,4,25000,207,4,2,1,336891
10,1,14,0,1,15,2,1,14,0,0,0,0,2,1,4,25000,193,4,1,1,272049
8,1,10,15,0,,,1,13,0,0,0,0,1,1,4,25000,171,4,1,1,268315
6,0,,,0,,,0,,,1,0,0,1,1,1,42000,154,1,1,1,301480
10,1,13,30,1,12,1,1,16,1,1,1,0,2,1,3,24000,205,3,4,1,345258
8,0,,,0,,,0,,,1,1,0,1,1,1,47000,184,4,1,1,287413
6,0,,,0,,,0,,,1,0,0,1,1,1,47000,161,4,1,1,274979
9,0,,,0,,,0,,,0,0,0,1,5,2,,196,1,1,1,327933
7,0,,,0,,,0,,,0,0,0,1,5,2,,174,1,1,1,299789
7,1,13,0,1,12,0,0,,,0,0,0,2,1,2,2300,168,2,1,1,296641
6,0,,,0,,,0,,,0,0,0,2,1,1,,148,1,1,1,315731
8,1,13,0,1,13,2,1,13,1,1,0,0,2,5,1,27000,176,1,1,1,183936
8,1,15,3,1,14,2,1,15,12,1,0,1,1,5,1,50000,194,1,2,1,233236
8,1,12,3,1,13,1,1,15,3,1,0,0,1,5,1,50000,194,1,2,1,233236
9,1,13,0,1,13,12,1,14,28,1,1,0,1,1,27,25000,188,1,2,1,272016
7,1,12,2,1,12,2,1,12,1,0,0,0,2,1,27,25000,159,1,1,1,298816
8,1,14,5,1,14,0,0,,,0,0,0,1,1,1,7000,183,1,1,1,283729
8,0,,,0,,,0,,,0,0,0,1,5,,,183,1,,1,220794
10,,,,,,,,,,1,0,,2,1,3,90254,203,2,3,1,326762
9,1,12,0,1,15,0,0,,,1,1,0,1,1,3,90254,199,3,6,1,310365
7,1,13,0,1,13,0,0,,,0,0,0,1,5,,,175,1,,1,198080
9,0,,,0,,,0,,,1,0,0,2,1,2,22000,198,1,4,1,326762
7,1,14,0,1,14,1,0,,,0,0,0,1,1,2,22000,174,1,2,1,283729
6,0,,,0,,,0,,,0,0,0,1,1,27,10000,154,1,2,1,286406
7,0,,,0,,,0,,,1,0,0,1,1,3,23000,171,1,1,1,254899
11,0,,,1,16,0,0,,,1,0,0,2,1,5,3000,208,4,3,1,320047
7,0,,,1,12,1,0,,,1,1,0,2,1,5,3000,174,4,2,1,284668
8,1,7,30,1,13,0,1,15,4,1,1,0,1,1,3,13000,186,1,2,1,266425
7,1,10,0,1,10,0,1,12,0,1,1,0,1,1,3,13000,171,1,2,1,254899
10,0,,,1,15,1,0,,,1,0,0,2,5,1,13000,193,1,1,1,153500
9,0,,,1,1,0,0,,,1,0,0,1,5,,,197,1,,1,216204
9,0,,,1,16,0,0,,,1,0,0,2,1,,,205,10,,1,216203
8,1,13,3,1,14,1,1,13,2,1,0,0,2,1,1,7500,177,2,1,1,286030
6,1,10,12,1,12,1,0,,,1,0,0,1,1,1,7500,159,2,1,1,287776
9,0,,,1,14,0,0,,,1,0,0,2,1,11,,193,2,3,1,259683
5,0,,,0,,,0,,,1,0,0,1,5,1,,153,1,1,1,189479
6,1,13,1,1,13,1,0,,,1,0,0,2,5,1,10000,165,1,4,1,183801
8,0,,,0,,,0,,,1,0,0,2,5,1,,176,4,1,1,171320
6,0,,,0,,,0,,,0,0,0,1,5,1,,149,4,1,1,189479
9,1,11,0,0,,,0,,,1,0,0,1,5,13,11000,188,4,2,1,217238
7,1,8,0,0,,,0,,,1,0,0,1,5,13,11000,171,4,1,1,194937
6,1,11,3,0,,,0,,,0,0,0,1,5,13,11000,152,9,1,1,189479
8,0,,,0,,,0,,,1,0,0,2,5,1,1300,178,4,1,1,171320
7,0,,,0,,,0,,,1,0,0,2,5,1,,167,4,1,1,183801
7,1,13,30,1,14,4,1,14,0,1,0,0,2,5,3,,192,4,3,1,154235
7,1,12,0,0,,,0,,,1,0,0,1,5,3,,176,4,4,1,217291
8,1,10,12,1,15,16,1,14,29,1,1,1,2,5,,,200,4,,1,154235
8,1,12,10,1,13,2,1,13,15,1,0,0,2,5,,,184,4,,1,171320
6,0,,,0,,,0,,,0,1,0,1,2,2,400,148,4,1,1,200600
8,1,13,0,1,12,0,1,12,0,1,1,0,1,5,1,,183,4,1,1,217291
5,0,,,0,,,0,,,1,0,0,1,5,1,,149,4,1,1,189479
8,1,12,5,1,14,5,1,12,0,1,0,1,1,5,1,,200,4,2,1,222212
5,0,,,0,,,0,,,1,0,0,2,5,5,804,149,4,1,1,184056
7,0,,,0,,,0,,,1,0,0,2,5,1,12000,167,1,1,1,183801
11,0,,,1,16,0,0,,,0,0,0,1,5,1,,210,1,2,,217274
10,0,,,0,,,0,,,1,0,0,2,1,2,,204,1,1,,314432
7,0,,,0,,,0,,,1,0,0,1,1,2,,175,1,1,,273022
8,1,11,2,1,11,1,1,14,3,1,1,1,1,1,1,,207,4,4,,217274
9,1,14,1,1,15,1,1,15,0,1,0,0,2,1,1,,193,4,4,,150807
8,1,11,0,0,,,0,,,0,0,0,1,1,1,,177,4,3,,212462
6,1,12,0,0,,,1,12,0,1,1,0,1,1,1,,164,4,1,,190605
10,1,14,0,1,15,0,1,14,18,1,1,1,2,1,1,,207,4,1,,212410
4,0,,,0,,,0,,,1,1,0,1,1,1,,152,1,1,,185268
9,1,14,14,1,12,4,1,12,19,1,0,0,2,1,1,2000,196,1,1,,150807
8,1,11,0,1,10,3,0,,,1,0,0,2,1,6,43000,176,1,1,,293316
6,0,,,1,10,0,0,,,0,0,0,1,1,6,43000,158,1,1,,295107
7,1,13,1,1,13,0,0,,,0,0,0,2,1,10,14000,162,2,1,,283333
7,0,,,0,,,0,,,1,0,0,1,1,7,32000,168,5,1,,262643
9,1,13,0,1,14,0,0,,,0,0,0,2,1,6,25000,183,2,1,,293316
7,0,,,1,12,0,0,,,0,0,0,1,1,6,25000,155,3,1,,295107
7,1,14,2,0,,,0,,,1,0,0,1,1,1,,178,1,1,,222826
7,0,,,0,,,0,,,0,0,0,2,1,1,,156,1,1,,188745
9,1,14,0,1,14,1,1,14,0,1,1,0,1,1,1,,181,2,1,,286340
10,1,15,30,1,14,12,1,14,4,0,0,0,2,1,2,3000,196,1,1,,266298
8,1,14,0,1,14,1,0,,,0,0,0,2,1,2,3000,175,1,1,,293316
7,1,12,0,1,11,1,0,,,1,0,0,1,1,2,3000,154,1,1,,295107
10,1,9,27,1,11,5,1,10,0,0,0,0,2,1,7,20000,188,4,5,,266298
8,0,,,0,,,0,,,0,0,0,1,1,27,14000,173,1,1,1,255755
8,1,12,0,0,,,0,,,0,0,0,2,5,1,,178,5,3,1,171077
6,1,11,29,1,13,2,1,12,7,1,0,1,2,5,1,700,164,4,1,1,183541
9,1,6,0,1,15,0,1,10,0,1,1,0,1,5,1,6000,198,4,1,1,221154
11,0,,,1,15,1,,,,1,0,0,2,5,,,211,10,,1,216203
10,1,16,1,0,,,0,,,1,0,0,1,5,1,,210,4,1,1,221154
7,0,,,0,,,0,,,0,0,0,2,1,1,18000,179,4,6,1,284668
4,0,,,0,,,0,,,1,0,0,1,1,1,18000,154,4,2,1,286406
8,1,13,0,1,14,0,1,14,0,1,0,1,2,5,4,13000,196,4,3,1,258447
8,1,11,30,0,,,1,12,0,1,0,0,2,5,4,13000,167,4,2,1,274979
7,0,,,1,11,0,0,,,0,0,0,1,1,3,5600,174,5,1,1,277897
8,1,13,1,0,,,0,,,1,0,0,1,5,1,,187,4,2,1,216204
10,1,14,10,1,15,20,1,16,0,1,1,0,2,1,1,16661,205,4,3,1,216203
5,1,10,0,0,,,0,,,1,0,0,1,1,1,,147,2,1,1,287124
7,0,,,0,,,0,,,1,0,0,1,1,10,,177,1,1,1,278594
6,0,,,0,,,0,,,1,0,0,1,1,10,,157,1,1,1,287124
6,0,,,0,,,0,,,1,0,0,2,1,3,,157,1,1,1,293408
8,0,,,1,13,0,0,,,1,0,0,2,5,1,,184,1,2,1,153885
6,0,,,0,,,0,,,1,0,0,2,1,1,,154,2,1,1,293408
8,1,12,1,1,13,2,1,14,1,1,0,0,2,5,1,,182,1,1,1,170932
7,1,13,1,0,,,0,,,1,0,0,2,1,1,19000,171,1,1,1,282162
9,1,15,2,1,15,0,0,,,1,0,0,2,1,1,17000,186,4,1,1,265197
7,1,13,5,1,14,0,1,14,1,1,0,1,2,1,1,15000,178,4,1,1,174958
6,0,,,0,,,0,,,0,0,0,2,5,2,30000,165,4,1,1,187704
5,1,2,0,0,,,0,,,1,1,0,2,1,1,6039,154,4,1,1,187964
6,0,,,0,,,0,,,,0,0,1,5,,,163,2,,1,201985
6,0,,,0,,,0,,,1,0,0,2,5,1,,163,1,1,1,190446
7,1,12,2,1,12,2,0,,,0,0,0,2,1,11,16214,154,4,2,1,190710
8,0,,,0,,,0,,,1,0,0,2,1,1,,179,1,1,1,296370
8,0,,,0,,,0,,,1,0,0,1,5,1,,191,1,1,1,225092
6,0,,,0,,,0,,,0,0,0,1,5,1,,168,1,1,1,201985
8,0,,,0,,,0,,,0,0,0,2,5,4,,190,1,1,1,159811
9,0,,,1,15,1,0,,,1,0,0,1,1,3,,185,1,1,1,289322
10,0,,,0,,,0,,,1,0,0,2,1,1,,204,4,1,1,333204
5,0,,,0,,,0,,,1,0,0,1,1,1,,157,2,2,1,287368
9,1,14,0,1,14,3,1,13,0,0,0,0,2,5,1,8000,189,1,1,1,154016
5,1,9,0,1,9,0,1,9,0,1,0,0,1,5,1,8000,148,1,1,1,189210
8,1,1,30,1,1,0,1,1,0,0,1,0,1,1,1,18000,188,1,1,1,216930
5,1,12,0,0,,,0,,,1,0,0,1,1,2,,155,2,2,1,287368
8,1,13,0,1,13,0,0,,,1,0,0,2,1,1,16000,180,5,2,1,171077
8,1,13,30,0,,,1,16,0,0,0,0,1,5,1,,205,2,7,1,221897
5,1,12,1,1,13,1,0,,,1,0,0,1,5,1,,163,2,2,1,194661
7,1,13,0,1,13,3,0,,,1,0,0,2,5,1,960,164,1,2,1,215660
7,0,,,0,,,0,,,1,0,0,2,5,1,10000,174,1,2,1,201016
9,1,15,1,0,,,0,,,1,0,0,2,5,5,2952,200,2,2,1,254892
8,0,,,0,,,0,,,1,0,0,2,5,5,2952,200,2,2,1,254892
6,0,,,0,,,0,,,1,1,0,2,5,1,23000,157,1,1,1,215959
5,1,11,0,0,,,0,,,1,0,0,1,1,1,,150,4,1,1,222322
5,0,,,0,,,0,,,0,0,0,1,1,1,,154,4,2,1,222322
7,0,,,0,,,0,,,0,0,0,2,5,1,9000,169,4,1,1,187704
9,1,15,0,1,14,2,1,15,1,1,0,0,2,5,1,17000,182,1,1,1,174958
9,1,15,0,1,14,0,0,,,1,0,0,2,5,1,,195,1,1,1,221850
6,0,,,0,,,0,,,0,0,0,1,5,1,,171,1,1,1,221905
8,1,14,28,1,14,2,1,14,10,1,1,0,1,5,13,5250,199,10,2,1,226930
6,1,12,0,1,13,0,0,,,1,1,0,1,5,11,,161,4,2,1,199077
10,1,12,4,1,15,0,0,,,0,0,0,2,1,5,,203,2,1,1,323415
7,0,,,0,,,0,,,0,0,0,1,1,18,45000,165,2,3,1,257582
7,1,13,0,1,13,1,0,,,0,0,0,2,1,7,21000,173,1,1,1,287664
7,0,,,0,,,0,,,0,0,0,1,1,3,30000,162,1,1,1,257582
7,1,13,0,0,,,1,12,0,0,0,0,2,1,3,3600,167,1,1,1,184852
7,0,,,0,,,0,,,1,0,0,2,1,3,,176,1,1,1,287664
10,0,,,0,,,0,,,1,0,0,2,1,4,6000,197,4,2,1,323415
8,0,,,0,,,0,,,1,0,0,1,1,4,6000,179,4,2,1,280823
6,0,,,0,,,0,,,0,0,0,2,1,4,6000,163,4,2,1,277874
5,0,,,1,8,5,0,,,0,0,0,1,1,19,,150,1,1,1,289421
5,0,,,0,,,0,,,,0,0,2,1,1,16000,150,1,1,1,295756
8,1,14,0,0,,,0,,,1,0,0,1,5,1,35000,190,3,5,,218480
7,1,14,1,1,13,0,1,14,1,0,0,0,1,5,1,35000,174,3,5,,218533
10,0,,,0,,,0,,,1,0,0,2,1,3,,203,8,3,1,323415
10,1,16,0,1,16,0,0,,,0,0,0,2,5,,,207,1,,1,261167
6,0,,,0,,,0,,,1,0,0,2,5,,,163,1,,1,295756
9,0,,,0,,,0,,,1,0,0,1,1,12,25000,203,1,1,1,261751
7,0,,,1,14,0,0,,,1,0,0,1,2,2,38000,175,4,1,1,169999
11,1,10,0,1,12,4,1,10,30,1,0,0,1,2,,,216,4,,1,199022
7,1,13,0,1,11,0,0,,,0,0,0,2,2,2,40000,166,1,1,1,180240
8,0,,,0,,,0,,,1,1,0,1,2,1,22,165,2,,1,189987
6,0,,,0,,,0,,,1,0,0,1,2,,,160,1,,1,204489
6,0,,,0,,,0,,,1,1,0,1,2,,,154,2,,1,204489
11,0,,,1,16,0,0,,,1,0,0,2,2,1,33000,198,1,1,1,150449
10,0,,,0,,,0,,,1,0,0,2,2,1,33545,194,1,1,1,187463
8,1,11,30,1,12,0,1,12,0,0,0,0,2,5,2,,177,2,1,1,279674
9,1,14,0,1,14,0,0,,,1,0,0,2,1,2,,186,1,1,1,253912
7,0,,,1,14,0,0,,,1,0,0,2,1,3,18000,172,4,2,1,279674
6,0,,,0,,,0,,,1,0,0,1,1,1,20000,157,4,1,1,192679
8,0,,,0,,,0,,,1,0,0,2,1,1,62000,170,5,1,1,280961
8,1,11,0,0,,,0,,,1,1,0,2,2,13,14500,167,1,2,1,179798
7,1,12,0,1,12,0,0,,,0,0,0,2,1,2,,156,4,1,1,299042
8,1,7,0,0,,,1,13,0,1,0,0,1,2,,,185,5,,1,195691
6,0,,,0,,,0,,,0,0,0,1,2,2,0,160,5,1,1,203988
7,0,,,1,12,0,0,,,1,1,0,2,1,5,6800,165,4,1,1,280961
10,1,17,0,1,16,0,1,16,0,1,0,0,2,1,8,27000,217,4,1,1,327009
6,0,,,0,,,0,,,0,0,0,1,1,8,27000,168,4,1,1,292636
6,0,,,0,,,0,,,0,0,0,1,1,5,90254,152,1,1,1,298968
7,0,,,1,12,0,0,,,0,0,0,2,1,18,21000,176,4,1,1,297153
8,1,8,0,1,12,2,0,,,0,1,0,2,1,1,,179,1,1,1,297431
7,1,12,10,1,12,0,1,12,0,1,1,1,1,1,1,,167,1,1,1,266327
10,0,,,1,15,1,0,,,0,1,0,1,1,,,195,4,,1,278370
9,1,9,6,1,10,2,1,14,3,0,0,1,1,1,,,202,6,,1,317616
7,0,,,0,,,0,,,1,0,0,2,1,4,,170,1,1,1,287308
7,0,,,0,,,0,,,0,0,0,1,1,5,10000,166,1,1,1,266327
10,1,13,5,1,14,1,1,16,0,1,0,0,2,1,4,30000,195,1,1,0,160383
5,0,,,0,,,0,,,0,0,0,1,1,1,4000,150,1,1,0,289421
8,1,11,30,1,12,25,1,11,2,1,0,1,1,1,3,35000,177,4,1,0,280823
9,1,12,,1,14,0,1,13,0,0,1,0,2,1,13,,188,1,1,0,261167
6,0,,,1,10,0,0,,,1,0,0,1,1,13,,162,1,1,0,257582
9,0,,,0,,,0,,,0,0,0,1,5,1,,202,1,1,1,240553
6,0,,,0,,,0,,,0,0,0,1,1,6,136,151,4,1,1,311529
9,1,15,0,1,15,0,0,,,1,0,0,1,1,3,,198,1,1,1,330652
7,0,,,1,12,0,0,,,0,0,0,1,5,6,61000,162,1,1,1,211027
6,0,,,0,,,0,,,0,0,0,1,1,10,,152,5,1,1,311529
10,0,,,1,15,2,0,,,1,0,0,2,1,,,192,1,,1,305462
7,0,,,1,13,0,0,,,1,0,0,1,1,,,173,1,,1,301269
8,1,13,0,1,14,0,0,,,1,0,0,2,5,1,,183,1,1,0,156008
6,0,,,0,,,0,,,0,0,0,2,5,1,34000,157,1,2,0,186172
7,0,,,0,,,0,,,1,0,0,1,1,4,5000,172,1,1,0,282436
5,1,5,5,1,5,5,1,5,5,1,0,0,1,1,4,5000,153,1,1,0,291084
8,0,,,0,,,0,,,0,0,0,2,1,1,27000,162,4,2,0,279471
10,1,12,30,1,13,6,1,11,30,1,1,0,1,1,2,22000,207,2,2,0,308952
9,0,,,1,14,0,0,,,0,0,0,2,1,3,,189,1,3,0,262668
9,1,9,5,1,13,1,1,13,0,0,1,1,1,1,2,6000,192,2,1,0,270777
6,0,,,0,,,0,,,0,0,0,2,1,1,22000,156,1,1,0,297455
9,0,,,1,13,2,0,,,0,0,0,2,1,5,22000,203,2,2,0,325274
7,0,,,0,,,0,,,0,0,0,2,1,,,156,1,,1,299277
7,0,,,0,,,0,,,1,0,0,1,1,2,6000,155,2,1,1,292866
10,1,13,0,1,13,4,1,16,1,0,0,0,2,1,,,204,9,,1,327266
9,1,12,30,1,12,10,1,12,0,0,0,0,2,1,1,13000,203,1,1,1,221079
10,1,5,30,1,13,4,1,13,20,0,0,1,1,1,6,42000,206,1,1,1,310843
8,1,12,0,1,13,0,0,,,1,0,0,2,1,13,8000,177,1,1,1,291089
10,1,13,29,1,15,0,0,,,0,0,0,1,1,1,8000,205,1,2,1,310843
10,0,,,1,14,2,0,,,1,0,0,2,1,18,,192,1,1,1,264276
6,0,,,0,,,0,,,0,0,0,1,1,13,17000,155,1,1,1,292866
7,1,10,0,1,11,0,0,,,1,0,0,2,1,1,0,157,5,3,0,216503
7,0,,,0,,,0,,,1,0,0,1,5,1,0,166,5,2,1,199014
10,1,15,0,1,14,0,1,16,0,1,0,0,1,1,13,6000,203,9,6,1,226859
6,0,,,0,,,0,,,0,0,0,1,5,12,,160,4,1,1,213679
6,1,12,0,0,,,1,13,0,1,0,0,1,1,2,13500,164,4,2,1,280742
10,0,,,1,15,0,0,,,1,1,0,1,5,,,190,1,,1,238124
5,0,,,0,,,0,,,1,0,0,1,5,,,150,1,,1,207695
7,0,,,0,,,0,,,1,0,0,2,1,2,,161,4,2,1,302858
7,1,10,20,0,,,1,12,1,1,1,0,2,1,18,,163,4,1,1,302858
8,1,14,30,1,14,20,0,,,1,0,0,1,1,1,6500,198,4,3,1,226721
7,0,,,0,,,0,,,1,0,0,2,1,1,14,165,4,4,1,187531
5,0,,,0,,,0,,,1,0,0,1,1,1,14,151,4,1,1,193323
11,0,,,0,,,0,,,1,0,0,1,1,1,0,203,1,1,1,226721
10,0,,,1,16,0,0,,,1,0,0,2,5,1,,207,1,1,1,221645
6,0,,,1,12,0,0,,,1,0,0,1,1,1,1700,153,4,1,1,193323
8,1,12,0,1,13,0,1,13,1,1,1,1,2,5,1,15000,178,4,1,1,174797
7,0,,,0,,,0,,,1,1,0,2,5,1,13681,172,4,4,1,187531
9,1,15,25,1,14,8,1,14,2,1,1,1,1,5,1,,200,1,2,1,226721
7,0,,,1,14,1,0,,,1,0,0,1,5,1,,171,1,2,1,198893
6,0,,,0,,,0,,,1,0,0,2,5,1,,152,1,1,1,187791
6,0,,,0,,,0,,,1,1,0,1,5,1,,161,2,2,1,193323
6,0,,,0,,,0,,,1,0,0,2,1,1,,159,4,1,1,187791
6,0,,,0,,,0,,,1,0,0,1,5,1,,154,1,1,1,193323
10,1,12,0,1,14,3,0,,,0,0,0,1,5,1,,199,1,2,1,226721
8,0,,,0,,,0,,,1,0,0,2,5,1,,177,1,1,1,174797
8,1,13,0,1,13,0,1,13,0,1,0,0,1,1,1,,198,4,1,1,281885
7,1,14,0,0,,,0,,,1,0,0,1,1,1,13000,172,1,1,1,269691
10,1,14,20,0,,,0,,,0,0,0,1,1,2,24000,201,1,3,1,321627
9,1,14,0,1,14,0,1,14,1,1,0,0,2,1,,,181,1,,1,301187
9,1,9,26,1,10,3,1,13,0,1,1,0,1,1,11,,184,2,1,1,294024
7,1,12,1,1,13,0,1,12,0,0,0,1,2,1,,,167,1,,1,193541
6,1,11,0,1,12,0,1,11,0,0,1,0,1,1,,,155,1,,1,199519
9,0,,,0,,,0,,,0,0,0,2,1,2,18000,180,4,1,1,301187
8,0,,,0,,,0,,,0,0,0,1,1,2,19000,187,1,3,1,281885
7,0,,,0,,,0,,,1,0,0,1,1,2,19000,171,1,1,1,269691
11,1,12,0,1,11,0,1,14,0,0,0,1,1,5,27,26000,211,1,1,1,233987
9,1,12,0,1,12,0,1,13,0,1,0,0,1,5,27,26000,191,1,1,1,228750
7,0,,,0,,,0,,,0,0,0,2,1,1,32000,165,1,1,1,290936
8,1,13,5,1,14,4,1,14,0,1,1,0,1,1,,,197,1,,1,281885
6,1,11,0,1,11,0,0,,,1,0,0,1,1,5,,152,1,1,1,303026
8,0,,,0,,,0,,,1,0,0,1,1,1,32000,184,1,1,1,228806
7,0,,,0,,,0,,,1,0,0,2,1,1,32000,173,1,1,1,180399
10,1,15,25,0,,,0,,,1,0,0,1,1,1,9000,202,1,1,1,321627
10,0,,,1,15,0,0,,,1,0,0,2,1,1,,203,1,1,1,228749
8,0,,,1,14,0,0,,,0,0,0,2,1,1,,174,1,1,1,193541
5,0,,,0,,,0,,,0,0,0,1,1,16,13000,153,1,1,1,287776
8,1,13,4,1,15,2,1,13,5,1,1,0,1,1,13,10000,183,3,3,1,273022
7,1,13,0,0,,,0,,,1,1,0,1,1,,,164,3,,1,250427
9,1,9,0,1,13,0,0,,,0,0,0,1,1,1,,194,4,1,1,261751
6,0,,,0,,,0,,,0,0,0,2,1,2,,169,4,3,1,270155
8,1,13,0,1,11,1,0,,,1,1,0,1,1,8,33000,180,1,1,1,273022
8,1,12,8,1,13,0,1,14,0,1,0,0,2,1,26,16500,176,4,3,1,288878
5,0,,,0,,,0,,,0,0,0,2,1,,,152,4,,1,297004
9,0,,,0,,,0,,,0,0,0,1,1,3,,198,1,2,1,325804
8,0,,,0,,,0,,,0,0,0,2,1,3,,177,1,1,1,305098
5,0,,,0,,,0,,,0,0,0,1,1,3,,152,1,1,1,306961
8,0,,,0,,,0,,,0,0,0,2,1,12,,179,1,2,1,305098
6,0,,,0,,,0,,,0,0,0,1,1,12,,158,1,1,1,306961
7,0,,,0,,,0,,,0,0,0,2,1,18,200,167,1,1,1,294714
7,1,12,0,1,12,0,0,,,1,0,0,1,1,2,10000,174,2,2,1,297842
9,1,8,,1,12,,1,11,,1,1,1,2,1,4,,192,4,1,1,260775
6,0,,,0,,,0,,,0,0,0,2,1,4,,152,4,1,1,295312
5,0,,,1,11,0,0,,,1,0,0,1,1,1,20000,149,1,1,1,190275
6,0,,,0,,,0,,,1,0,0,1,1,2,27500,151,4,1,1,288986
7,0,,,1,12,0,0,,,0,0,0,1,4,1,,157,4,1,1,286150
8,0,,,0,,,0,,,0,0,0,1,1,13,50000,179,1,2,1,277649
9,0,,,0,,,0,,,0,0,0,1,1,1,,191,1,1,1,266187
6,1,,0,0,,,0,,,1,0,0,2,1,1,,153,1,1,1,292414
8,1,15,0,1,11,1,1,15,1,0,0,0,2,1,1,,180,1,1,1,284414
6,0,,,0,,,0,,,1,0,0,2,3,8,15000,153,2,3,1,292414
6,0,,,0,,,0,,,0,0,0,1,1,4,22000,157,3,2,1,300140
8,0,,,0,,,0,,,1,0,0,2,1,1,,187,1,1,1,270840
6,1,13,0,1,12,1,0,,,1,0,0,2,1,1,,159,1,1,1,306710
8,1,14,0,1,14,0,1,14,0,1,0,0,2,1,,,179,1,,1,298318
10,0,,,1,14,2,1,16,4,1,1,0,1,1,1,20000,198,1,2,1,226572
8,1,14,0,1,12,0,0,,,1,0,0,2,1,1,23000,181,4,1,1,298318
5,0,,,0,,,0,,,0,0,0,2,1,12,100,152,1,1,0,297004
7,1,13,0,1,14,0,0,,,1,0,0,2,1,5,2000,173,4,2,1,305893
8,0,,,1,14,0,0,,,0,0,0,2,1,3,,185,4,6,1,277717
6,0,,,1,13,1,0,,,1,0,0,2,1,3,,163,4,2,1,295482
9,1,13,0,1,14,0,0,,,0,0,0,2,1,2,26000,195,1,1,0,343910
6,1,12,0,1,12,0,0,,,0,0,0,1,1,2,26000,159,1,1,0,273905
